url,name,tags,other_mockup_url,011_url
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/b732196e-7bf7-4a8e-ae84-e052218ce2c6.png,b732196e-7bf7-4a8e-ae84-e052218ce2c6,"yorkie, yorkies, snow, snowday, dog, puppy, holiday, puppy, christmas",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/b732196e-7bf7-4a8e-ae84-e052218ce2c6_3_03_h.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/b732196e-7bf7-4a8e-ae84-e052218ce2c6_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/1002e316-269a-41f6-8ca8-01b5762ec458.png,1002e316-269a-41f6-8ca8-01b5762ec458,"snow, snowday, dog, puppy, stbernard, bernard, bigdog, holiday, puppy, christmas, ",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/1002e316-269a-41f6-8ca8-01b5762ec458_3_081_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/1002e316-269a-41f6-8ca8-01b5762ec458_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/8272f27a-50cc-4f84-bf7f-3f0a2518d8db.png,8272f27a-50cc-4f84-bf7f-3f0a2518d8db,"red heeler, heeler, snow, snowday, dog, puppy, holiday, puppy, christmas",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/8272f27a-50cc-4f84-bf7f-3f0a2518d8db_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/8272f27a-50cc-4f84-bf7f-3f0a2518d8db_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/03017c02-899c-47a8-af80-bb64aa054b86.png,03017c02-899c-47a8-af80-bb64aa054b86,"whiteboxer, boxer, boxers, snow, snowday, dog, puppy, holiday, puppy, christmas",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/03017c02-899c-47a8-af80-bb64aa054b86_3_03_h.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/03017c02-899c-47a8-af80-bb64aa054b86_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/14fbac29-6222-4225-a083-4cb8517e1c22.png,14fbac29-6222-4225-a083-4cb8517e1c22,"English Springer Spaniel, spaniel, springer,snow, snowday, dog, puppy, holiday, puppy, christmas",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/14fbac29-6222-4225-a083-4cb8517e1c22_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/14fbac29-6222-4225-a083-4cb8517e1c22_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/da23da08-7ab1-405e-bd52-be3f77070750.png,da23da08-7ab1-405e-bd52-be3f77070750,"Maltese, snow, snowday, dog, puppy, holiday, puppy, christmas",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/da23da08-7ab1-405e-bd52-be3f77070750_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/da23da08-7ab1-405e-bd52-be3f77070750_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/f46cd175-8253-4b97-936c-de6c9c7b2850.png,f46cd175-8253-4b97-936c-de6c9c7b2850,"snow, snowday, dog, puppy, holiday, puppy, christmas, dane, greatdane",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/f46cd175-8253-4b97-936c-de6c9c7b2850_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/f46cd175-8253-4b97-936c-de6c9c7b2850_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/b45b017c-b8ff-45d2-baca-6e4e563927c9.png,b45b017c-b8ff-45d2-baca-6e4e563927c9,"hockey, skate, Ice, ice, baby, sport",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/b45b017c-b8ff-45d2-baca-6e4e563927c9_3_03_h.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/b45b017c-b8ff-45d2-baca-6e4e563927c9_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/142dd852-9b8c-49ba-8dd4-a279a39ec961.png,142dd852-9b8c-49ba-8dd4-a279a39ec961,"heart, brown, hearts, shapes, love, loves, letter",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/142dd852-9b8c-49ba-8dd4-a279a39ec961_3_081_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/142dd852-9b8c-49ba-8dd4-a279a39ec961_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/2f73cf88-5e8b-4abc-8fb6-64ee109f5a25.png,2f73cf88-5e8b-4abc-8fb6-64ee109f5a25,"pen, pens, writing, journalism, journal, teacher, school",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/2f73cf88-5e8b-4abc-8fb6-64ee109f5a25_3_03_h.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/2f73cf88-5e8b-4abc-8fb6-64ee109f5a25_6_011.png
