url,name,tags,other_mockup_url,011_url
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/adeab98e-75a9-4fec-b7c0-a920b23f3203.png,adeab98e-75a9-4fec-b7c0-a920b23f3203,"space, kids, birthdayyouth",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/adeab98e-75a9-4fec-b7c0-a920b23f3203_3_081_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/adeab98e-75a9-4fec-b7c0-a920b23f3203_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/717b85a1-f718-47a3-a58a-cc9505df6af2.png,717b85a1-f718-47a3-a58a-cc9505df6af2,"holiday, drinks, hot coco, hotchocolate",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/717b85a1-f718-47a3-a58a-cc9505df6af2_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/717b85a1-f718-47a3-a58a-cc9505df6af2_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/540388e8-eb75-44ea-9961-063a29641cdc.png,540388e8-eb75-44ea-9961-063a29641cdc,"kids, birthdayyouth, blue, animal, turtle",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/540388e8-eb75-44ea-9961-063a29641cdc_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/540388e8-eb75-44ea-9961-063a29641cdc_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/a9c499f3-4711-4111-a8b5-d5735a035a91.png,a9c499f3-4711-4111-a8b5-d5735a035a91,"birthdayyouth, forhim, blue, baseball",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/a9c499f3-4711-4111-a8b5-d5735a035a91_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/a9c499f3-4711-4111-a8b5-d5735a035a91_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/aa4e72b7-53d2-43cf-b9ed-40ae82940ac0.png,aa4e72b7-53d2-43cf-b9ed-40ae82940ac0,"birthdayyouth, forhim, baseball",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/aa4e72b7-53d2-43cf-b9ed-40ae82940ac0_3_081_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/aa4e72b7-53d2-43cf-b9ed-40ae82940ac0_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/22974df7-9b9c-4bad-a278-858af7728c6c.png,22974df7-9b9c-4bad-a278-858af7728c6c,"birthdayyouth, forhim, green, baseball",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/22974df7-9b9c-4bad-a278-858af7728c6c_3_03_h.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/22974df7-9b9c-4bad-a278-858af7728c6c_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/a8a37950-2fb5-4c78-a95e-563754838c46.png,a8a37950-2fb5-4c78-a95e-563754838c46,"space, baby, birthdayyouth, blue",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/a8a37950-2fb5-4c78-a95e-563754838c46_3_03_h.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/a8a37950-2fb5-4c78-a95e-563754838c46_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/a7507c90-a067-477e-9c89-cacd190926e0.png,a7507c90-a067-477e-9c89-cacd190926e0,"holiday, sweater, christmas",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/a7507c90-a067-477e-9c89-cacd190926e0_3_081_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/a7507c90-a067-477e-9c89-cacd190926e0_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/c40b4f24-c830-4efc-b194-2668e0321ee8.png,c40b4f24-c830-4efc-b194-2668e0321ee8,"holiday, stocking, christmas",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/c40b4f24-c830-4efc-b194-2668e0321ee8_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/c40b4f24-c830-4efc-b194-2668e0321ee8_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/95ef5a72-b4aa-4085-86d8-9dfb578a8e44.png,95ef5a72-b4aa-4085-86d8-9dfb578a8e44,"birthdayyouth, forhim, baseball",https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/95ef5a72-b4aa-4085-86d8-9dfb578a8e44_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/95ef5a72-b4aa-4085-86d8-9dfb578a8e44_6_011.png
