url,name,tags,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,New Mockup URL,other_mockup_url,011_url
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/b935de2f-0875-4b95-a5be-1cafe72eb3ca.png,b935de2f-0875-4b95-a5be-1cafe72eb3ca,"bulldog, bullies, bulldogs, dogs, dog, amimal",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/b935de2f-0875-4b95-a5be-1cafe72eb3ca_3_081_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/b935de2f-0875-4b95-a5be-1cafe72eb3ca_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/3a3278f8-9f87-4558-b67b-9d1a6014b5ff.png,3a3278f8-9f87-4558-b67b-9d1a6014b5ff,"borderterrier, dog, dogs, border",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/3a3278f8-9f87-4558-b67b-9d1a6014b5ff_3_081_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/3a3278f8-9f87-4558-b67b-9d1a6014b5ff_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/764d0b2d-a4a0-457d-9058-d45e7af3cc9a.png,764d0b2d-a4a0-457d-9058-d45e7af3cc9a,"bloodhound, dog, dogs, animal",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/764d0b2d-a4a0-457d-9058-d45e7af3cc9a_3_05-(2).png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/764d0b2d-a4a0-457d-9058-d45e7af3cc9a_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/0f96fe67-6a26-4e33-a4b4-30393cb64c22.png,0f96fe67-6a26-4e33-a4b4-30393cb64c22,"landseer, newfoundland, snow, snowday, dog, dogs, animal, christmas, holiday",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/0f96fe67-6a26-4e33-a4b4-30393cb64c22_3_05-(2).png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/0f96fe67-6a26-4e33-a4b4-30393cb64c22_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/b1dbb2c0-7601-4dad-8880-d53997d9a7ef.png,b1dbb2c0-7601-4dad-8880-d53997d9a7ef,"snow, snowday, christmas, holiday, dog, dogs",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/b1dbb2c0-7601-4dad-8880-d53997d9a7ef_3_081_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/b1dbb2c0-7601-4dad-8880-d53997d9a7ef_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/1c620f6c-b4b5-4225-8e9f-58080eff18d8.png,1c620f6c-b4b5-4225-8e9f-58080eff18d8,"yorkshires, snow, snowday, christmas, holiday, dog, dogs",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/1c620f6c-b4b5-4225-8e9f-58080eff18d8_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/1c620f6c-b4b5-4225-8e9f-58080eff18d8_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/ebc7dc2e-fcfb-467a-ac63-5737d2a7015b.png,ebc7dc2e-fcfb-467a-ac63-5737d2a7015b,"corgis, dogs, dog, animal",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/ebc7dc2e-fcfb-467a-ac63-5737d2a7015b_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/ebc7dc2e-fcfb-467a-ac63-5737d2a7015b_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/89796f2e-f275-4a5f-8ef8-0ee8c6b595f9.png,89796f2e-f275-4a5f-8ef8-0ee8c6b595f9,"moo, cow, farm, country, cattle",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/89796f2e-f275-4a5f-8ef8-0ee8c6b595f9_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/89796f2e-f275-4a5f-8ef8-0ee8c6b595f9_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/3eec4c9b-b6cb-423f-a426-ddb1d87d238d.png,3eec4c9b-b6cb-423f-a426-ddb1d87d238d,"havanees, dogs, dog, animal",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/3eec4c9b-b6cb-423f-a426-ddb1d87d238d_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/3eec4c9b-b6cb-423f-a426-ddb1d87d238d_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/4733e3ac-78d6-4c90-b729-352b7c805f9a.png,4733e3ac-78d6-4c90-b729-352b7c805f9a,"duck, animal, hunting, fishing, country",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/4733e3ac-78d6-4c90-b729-352b7c805f9a_3_081_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/4733e3ac-78d6-4c90-b729-352b7c805f9a_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/1402edda-b31e-4a58-a48c-c6ed7d5eea7c.png,1402edda-b31e-4a58-a48c-c6ed7d5eea7c,"sleigh, christmas, santa",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/1402edda-b31e-4a58-a48c-c6ed7d5eea7c_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/1402edda-b31e-4a58-a48c-c6ed7d5eea7c_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/975661a6-e2f0-4621-8bf2-15d749c7939c.png,975661a6-e2f0-4621-8bf2-15d749c7939c,"Cocker Spaniel, Spaniel, dog, dogs, animal",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/975661a6-e2f0-4621-8bf2-15d749c7939c_3_081_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/975661a6-e2f0-4621-8bf2-15d749c7939c_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/4beb50a5-5998-4668-ba59-2d992e3989bf.png,4beb50a5-5998-4668-ba59-2d992e3989bf,"Springer Spaniel, dog, dogs, animal",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/4beb50a5-5998-4668-ba59-2d992e3989bf_3_05-(2).png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/4beb50a5-5998-4668-ba59-2d992e3989bf_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/1b9f6f78-768f-41a7-ae8e-a8a4aa81cbf2.png,1b9f6f78-768f-41a7-ae8e-a8a4aa81cbf2,"snow, snowday, christmas, holiday, dog, dogs, goldendoodle, doodle, havanees, redgoldendoodles",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/1b9f6f78-768f-41a7-ae8e-a8a4aa81cbf2_3_05-(2).png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/1b9f6f78-768f-41a7-ae8e-a8a4aa81cbf2_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/cc39a727-1f38-4313-b92d-391d97f1f716.png,cc39a727-1f38-4313-b92d-391d97f1f716,"blueheeler, heeler,snow, snowday, christmas, holiday, dog, dogs",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/cc39a727-1f38-4313-b92d-391d97f1f716_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/cc39a727-1f38-4313-b92d-391d97f1f716_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/69a5e778-a397-4edb-9fa4-1e6c17cc4ffe.png,69a5e778-a397-4edb-9fa4-1e6c17cc4ffe,"wheatenterrier, dog, dogs, animal, christmas, holiday",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/69a5e778-a397-4edb-9fa4-1e6c17cc4ffe_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/69a5e778-a397-4edb-9fa4-1e6c17cc4ffe_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/107dd09b-ae84-4048-85ef-d12efb88ad14.png,107dd09b-ae84-4048-85ef-d12efb88ad14,"ragdoll, cat, cats, animal, sealpoint",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/107dd09b-ae84-4048-85ef-d12efb88ad14_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/107dd09b-ae84-4048-85ef-d12efb88ad14_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/95f83d8a-2ba9-42ed-9a1d-9cc1dd119ad6.png,95f83d8a-2ba9-42ed-9a1d-9cc1dd119ad6,"cavapoo, maltipoo, goldendoodle, toypoodle, poodle, fawn, dog, dogs, animal",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/95f83d8a-2ba9-42ed-9a1d-9cc1dd119ad6_3_05-(2).png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/95f83d8a-2ba9-42ed-9a1d-9cc1dd119ad6_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/35ae1432-10b7-44e5-9e95-d3f37ca306fc.png,35ae1432-10b7-44e5-9e95-d3f37ca306fc,"terrier, dog, dogs",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/35ae1432-10b7-44e5-9e95-d3f37ca306fc_3_081_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/35ae1432-10b7-44e5-9e95-d3f37ca306fc_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/a3d18f57-5ac0-4f92-aeef-a074e16b66ad.png,a3d18f57-5ac0-4f92-aeef-a074e16b66ad,"whitepoodle, poodle, cavapoo, maltipoo, poodle, doodle, dog, dogs",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/a3d18f57-5ac0-4f92-aeef-a074e16b66ad_3_051_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/a3d18f57-5ac0-4f92-aeef-a074e16b66ad_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/a9e52b0e-42d5-433f-ba23-9859798f18cc.png,a9e52b0e-42d5-433f-ba23-9859798f18cc,"malamuts, alaskan, husky, snow, snowday, christmas, holiday, dog, dogs",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/a9e52b0e-42d5-433f-ba23-9859798f18cc_3_081_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/a9e52b0e-42d5-433f-ba23-9859798f18cc_6_011.png
https://compoundfoundry.s3.us-east-2.amazonaws.com/wrappingpaper/new_uploads/b64dc4cd-3140-48c1-a306-690aae277647.png,b64dc4cd-3140-48c1-a306-690aae277647,"doodle, poodle, cavapoo, maltipoo, labradoodle, dog, dogs",,,,,,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/b64dc4cd-3140-48c1-a306-690aae277647_3_081_w.png,https://compoundfoundry.s3-us-east-2.amazonaws.com/wrappingpaper/new_uploads/b64dc4cd-3140-48c1-a306-690aae277647_6_011.png
